Prolific_ID,MSPSS_score
63d432e27555fb4b5785cfcd,5.916666666666667
660482648009855d3c92ce84,4.916666666666667
5c5c451500b69200011bb8bf,6.333333333333333
65779c4bde34621ce896b77d,1.0
663e40120b553e7aa7f786b4,6.5
64c0a2d8031339ab6ec5e54a,6.083333333333333
663e5cf112f5d047cf5c9fad,5.916666666666667
65f7fbb178b358ac91094fec,7.0
6676fab6295042ff191ead64,5.75
6601a1251731342a7891c4f1,5.75
665fc69fe8d5562ac1294f30,5.916666666666667
65412ca42e0e2fbb27b8a7b2,4.333333333333333
667838be776b27f8705b6c3c,6.0
60c7fd00cce7a43663968b17,6.083333333333333
6679bdceaa28479dfe378bb6,5.916666666666667
6670297f1e47e468c3605ef4,6.75
661fee35973b5ff6fa3418ef,5.916666666666667
6645a794be029b87060615aa,3.9166666666666665
65c14027646a9bbfa89584c8,5.333333333333333
5cc3f0f9fdb33500018c5eeb,5.916666666666667
6643c34315b04d498e71017e,5.416666666666667
65d65821b5e4f4fb6de9076c,5.833333333333333
6683b31d16dd162d502a8b00,6.083333333333333
6669a122ab60c120f94b3aa5,4.0
66465b2522d14ab162ff2dbd,5.75
66202163d9e5dba57c5e831d,5.666666666666667
6627722f249e56fcefd07b8c,4.916666666666667
66800683809f48e85f663f86,4.166666666666667
66463e4efb99fba5a67a010a,5.833333333333333
65e4124826438fd6dc97bd7e,4.25
65fb2f8291cf16104e63effc,6.083333333333333
66d9609fbac7758ed890cece,4.833333333333333
666e123eb6aff45cf5be575e,6.083333333333333
668d5a454e51f2df12027e26,5.666666666666667
66ba909954ae8842a7c369a4,5.166666666666667
66ce33a40ac4984adc2e18c8,6.75
66a08dccc5cc029fc23a96a8,6.083333333333333
60fd83ff5af11073b7d1ed62,6.75
6111216b74cfd482d05ac02b,7.0
6560aa71bf5cc31f1c99ca34,5.0
6665fb9d3202800c8227cde5,6.666666666666667
662a754842502c24dbb45384,6.416666666666667
66f16ff603404dbb816cc517,4.25
66c0df311f98d7c9661669d9,4.833333333333333
66ed6bba745fee41cbe32310,6.166666666666667
62865af5a1e349260f58cdf7,4.25
66946e3054a30a2bf5b1be40,5.333333333333333
63d161e70272bba9f3f70980,4.0
66a049748b57caf868c3179d,4.416666666666667
5f4a835e9e84256238129995,6.333333333333333
655e0b698915e40faa8002f2,6.916666666666667
60c8467d9872c0d83f695499,5.833333333333333
59d5888d21977e0001d630f3,4.083333333333333
66ada0d8b8ddd62c65d39bfe,5.5
5de8613ddf86d37c8a8ab294,7.0
5f32e865bd94490a64d9c9f5,5.333333333333333
5ddce9f0f85b50c4fc1515a4,5.0
5f0f5df48a1b1a114c3dacc5,3.9166666666666665
66f899c9525316803c5d75c0,5.666666666666667
5c9d004ee3b6c40015254526,6.166666666666667
6637ca249e9c662fac63cfcb,4.0
66757cddd8d92a5cbfda353f,4.75
66c95504723c57c900715764,3.9166666666666665
65d659edd2fb402f9170d123,5.333333333333333
66661b49621ea96feaf4f6f3,6.75
66dc48cea9a85fe230c06b5f,5.833333333333333
5efe8c25e921d23a9daec079,7.0
66f0bbf2ad2ccf85f492cbcb,5.75
67094d6215b6d0fe3e8c3e39,4.333333333333333
613aad30bcfed65155a026ec,7.0
65624dbc33b93e2696f06d1f,2.9166666666666665
667981cd5ba91c2ae804e4f3,7.0
5e923888c38d4a574e72d716,2.0833333333333335
5a09ebdf087f2e0001eae39f,6.333333333333333
65b7ba948f5c3052140c24f8,6.666666666666667
670d326c55fa3d6f10ebe253,6.583333333333333
66f2946d0e3eeda7aa13eaa7,4.083333333333333
6600a119385d8631c41cd795,6.916666666666667
668beeeac6158723009d2b8a,4.666666666666667
663a7379aca69d9c20130cd1,3.1666666666666665
6686247e6177b8b37bdd0463,4.5
659cc63ff59c72a20e2b7688,5.416666666666667
5f247332e02337051dc208aa,3.5
61528277afcb4906d01e0442,5.916666666666667
61741ba984f258d5c6a1303c,5.416666666666667
5fe23b5e1f2ef9db2ab8e5a0,5.583333333333333
671469967e2a4f2e612e3846,4.666666666666667
6722ca2b1f3ebd2d544608c3,4.25
65f54bfd77f3db0d47887b37,3.5833333333333335
66b92d3b18295c1e6c125b85,6.0
610f303cfb519f6dc89edd5f,5.833333333333333
665629a30c7e3f40e8f3d1d5,5.916666666666667
66f42a85953065aa4cc9d751,6.083333333333333
6704251bcdca04fef23d385d,4.916666666666667
66f0a1d13629250f84bc2598,4.333333333333333
6711f493bfc7c4e11953872d,3.5
662fad6b6f397a64efc67680,2.5833333333333335
66d2d920fb76c49f098b9397,5.0
6700d6aca79c6b2534f6292c,5.916666666666667
