Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
671bdc4e70cafcdad968bf26,613aad30bcfed65155a026ec,APPROVED,Not Applicable,2024-10-25T17:58:45.136000Z,2024-10-25T18:48:20.597000Z,2024-10-25T23:49:23.040000Z,2024-10-25T18:48:37.444090Z,2976.0,C7366LWU,2928,27,Female,Black,United States,United States,United States,English,Yes,Part-Time
671be814f9e7ffc0d41d7b60,667981cd5ba91c2ae804e4f3,APPROVED,Not Applicable,2024-10-25T18:49:03.423000Z,2024-10-25T19:56:21.237000Z,2024-10-25T23:48:42.193000Z,2024-10-25T19:57:54.358774Z,4038.0,C7366LWU,524,34,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
671c326af490d8aa041eedf3,5a09ebdf087f2e0001eae39f,APPROVED,Not Applicable,2024-10-26T00:06:06.218000Z,2024-10-26T00:50:23.049000Z,2024-10-26T11:20:32.608000Z,2024-10-26T00:50:34.887163Z,2657.0,C7366LWU,2317,32,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
671c4d0c78c1624a723ea69f,65b7ba948f5c3052140c24f8,APPROVED,Not Applicable,2024-10-26T01:59:53.496000Z,2024-10-26T02:54:48.239000Z,2024-10-26T11:20:20.316000Z,2024-10-26T02:58:28.979136Z,3295.0,C7366LWU,1299,26,Female,Mixed,United States,United States,United States,English,No,Full-Time
671c534eec458c9e4d982071,670d326c55fa3d6f10ebe253,APPROVED,Not Applicable,2024-10-26T02:26:43.611000Z,2024-10-26T03:27:04.481000Z,2024-10-26T11:20:05.580000Z,2024-10-26T03:27:14.193935Z,3621.0,C7366LWU,79,26,Female,Mixed,United States,United States,United States,English,No,Full-Time
671c5d5f2c200a509db2303f,66f2946d0e3eeda7aa13eaa7,APPROVED,Not Applicable,2024-10-26T03:09:27.515000Z,2024-10-26T03:50:02.810000Z,2024-10-26T11:18:45.877000Z,2024-10-26T03:53:24.212570Z,2436.0,C7366LWU,165,19,Male,Mixed,United States,United States,United States,English,Yes,Part-Time
671c5d87220adccd5a525a70,6600a119385d8631c41cd795,APPROVED,Not Applicable,2024-10-26T03:10:25.705000Z,2024-10-26T04:15:01.982000Z,2024-10-26T11:18:24.662000Z,2024-10-26T04:15:18.718413Z,3877.0,C7366LWU,980,35,Male,White,United States,United States,United States,English,No,Full-Time
671d2d7ffa97113ecf03d055,668beeeac6158723009d2b8a,APPROVED,Not Applicable,2024-10-26T17:57:27.653000Z,2024-10-26T19:02:09.296000Z,2024-10-28T13:14:05.967000Z,2024-10-26T19:02:20.287082Z,3882.0,C7366LWU,616,26,Female,White,United States,United States,United States,English,No,Full-Time
671f94aba3531e1d0dd741a2,663a7379aca69d9c20130cd1,APPROVED,Not Applicable,2024-10-28T13:42:22.105000Z,2024-10-28T14:44:09.459000Z,2024-10-29T14:15:17.052000Z,2024-10-28T14:44:35.446261Z,3708.0,C7366LWU,238,29,Female,White,United States,United States,United States,English,No,Other
67230bef617b4f90a6cbc8c7,6686247e6177b8b37bdd0463,APPROVED,Not Applicable,2024-10-31T04:48:17.586000Z,2024-10-31T05:38:19.450000Z,2024-10-31T14:42:23.171000Z,2024-10-31T05:39:33.596411Z,3002.0,C7366LWU,188,20,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
6723939b6ee84684a13e5bb0,659cc63ff59c72a20e2b7688,APPROVED,Not Applicable,2024-10-31T14:26:43.871000Z,2024-10-31T15:04:48.160000Z,2024-10-31T16:34:07.627000Z,2024-10-31T15:06:01.303342Z,2285.0,C7366LWU,776,21,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
6723b54d8b0d1dc4b39513d7,5f247332e02337051dc208aa,APPROVED,Not Applicable,2024-10-31T16:50:27.026000Z,2024-10-31T17:32:05.539000Z,2024-11-01T14:58:25.319000Z,2024-10-31T17:34:32.852249Z,2499.0,C7366LWU,106,28,Male,Mixed,United States,United States,Mexico,English,No,Full-Time
6723c3d5a657ab9e1b920e9a,61528277afcb4906d01e0442,APPROVED,Not Applicable,2024-10-31T17:55:35.871000Z,2024-10-31T18:44:19.027000Z,2024-11-01T14:58:26.351000Z,2024-10-31T18:44:32.228798Z,2924.0,C7366LWU,1132,32,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
67267dfd85c77d871ecfe348,61741ba984f258d5c6a1303c,APPROVED,Not Applicable,2024-11-02T19:31:17.547000Z,2024-11-02T20:26:39.276000Z,2024-11-06T01:07:26.827000Z,2024-11-02T20:26:54.020300Z,3322.0,C7366LWU,1823,27,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
672c105ced9e20d9c4c5f14b,5fe23b5e1f2ef9db2ab8e5a0,APPROVED,Not Applicable,2024-11-07T00:57:09.980000Z,2024-11-07T01:42:56.895000Z,2024-11-07T01:48:39.077000Z,2024-11-07T01:45:21.570721Z,2747.0,C7366LWU,475,33,Male,White,United States,United States,United States,English,No,Full-Time
672c10df22a798406efdceb7,65f54bfd77f3db0d47887b37,APPROVED,Not Applicable,2024-11-07T01:07:46.411000Z,2024-11-07T02:40:35.259000Z,2024-11-07T14:17:29.533000Z,2024-11-07T02:40:35.751559Z,5569.0,C7366LWU,1300,23,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
672c16f030faac29eec5f213,6722ca2b1f3ebd2d544608c3,APPROVED,Not Applicable,2024-11-07T01:25:42.779000Z,2024-11-07T02:13:31.532000Z,2024-11-07T02:18:59.677000Z,2024-11-07T02:13:32.141182Z,2869.0,C7366LWU,55,24,Female,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking)
672c17a370a6216d81522a8c,671469967e2a4f2e612e3846,APPROVED,Not Applicable,2024-11-07T01:29:02.361000Z,2024-11-07T02:12:32.830000Z,2024-11-07T02:18:48.433000Z,2024-11-07T02:12:33.569546Z,2611.0,C7366LWU,103,33,Female,White,United States,United States,United States,English,No,Full-Time
672c3370ab61b13da6f0ad01,66b92d3b18295c1e6c125b85,APPROVED,Not Applicable,2024-11-07T03:27:08.692000Z,2024-11-07T04:19:00.704000Z,2024-11-07T14:17:28.787000Z,2024-11-07T04:19:13.024040Z,3113.0,C7366LWU,584,32,Male,Asian,United States,United States,United States,English,Yes,Full-Time
672cff813996c0838e5526fe,66f42a85953065aa4cc9d751,APPROVED,Not Applicable,2024-11-07T18:00:25.207000Z,2024-11-07T19:06:04.691000Z,2024-11-07T19:09:15.165000Z,2024-11-07T19:08:22.261856Z,3940.0,C7366LWU,86,19,Female,Asian,United States,United States,United States,English,Yes,Part-Time
672d013f15c5cf809bb120b5,610f303cfb519f6dc89edd5f,APPROVED,Not Applicable,2024-11-07T18:05:02.462000Z,2024-11-07T18:50:22.552000Z,2024-11-07T19:02:59.204000Z,2024-11-07T18:50:23.191514Z,2721.0,C7366LWU,856,24,Male,White,United States,United States,United States,English,No,Full-Time
672d0355d5816a0516c551ea,665629a30c7e3f40e8f3d1d5,APPROVED,Not Applicable,2024-11-07T18:13:48.791000Z,2024-11-07T19:03:23.535000Z,2024-11-07T19:04:02.864000Z,2024-11-07T19:03:24.212344Z,2975.0,C7366LWU,834,31,Female,White,United States,United States,Czech Republic,English,No,Unemployed (and job seeking)
672d04867a2195e73328b5a8,6704251bcdca04fef23d385d,APPROVED,Not Applicable,2024-11-07T18:20:03.948000Z,2024-11-07T19:24:40.792000Z,2024-11-07T19:46:30.817000Z,2024-11-07T19:24:41.680052Z,3877.0,C7366LWU,207,21,Female,White,United States,United States,United States,English,Yes,Other
672d0b1ab0dc66c6368a4d23,66f0a1d13629250f84bc2598,APPROVED,Not Applicable,2024-11-07T18:53:50.820000Z,2024-11-07T19:41:27.581000Z,2024-11-07T19:46:29.888000Z,2024-11-07T19:41:50.376660Z,2857.0,C7366LWU,172,20,Male,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
672d3f532216c7f97cc24a03,6711f493bfc7c4e11953872d,APPROVED,Not Applicable,2024-11-07T22:31:03.197000Z,2024-11-07T23:21:58.459000Z,2024-11-08T00:16:36.611000Z,2024-11-07T23:21:59.364592Z,3056.0,C7366LWU,148,18,Male,White,United States,United States,United States,English,Yes,Part-Time
672d4cc22f439c108031e690,662fad6b6f397a64efc67680,APPROVED,Not Applicable,2024-11-07T23:27:37.846000Z,2024-11-08T00:08:33.534000Z,2024-11-08T00:16:39.877000Z,2024-11-08T00:09:58.432519Z,2456.0,C7366LWU,340,19,Female,Black,United States,United States,United States,English,Yes,Full-Time
672d6fb774fced60f5d2c0d3,66d2d920fb76c49f098b9397,APPROVED,Not Applicable,2024-11-08T01:56:56.798000Z,2024-11-08T04:03:25.430000Z,2024-11-08T14:16:42.534000Z,2024-11-08T04:03:26.182910Z,7589.0,C7366LWU,92,35,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
672ea90a6e308631ecb9f882,6700d6aca79c6b2534f6292c,APPROVED,Not Applicable,2024-11-09T00:13:12.684000Z,2024-11-09T01:11:23.602000Z,2024-11-13T17:03:46.303000Z,2024-11-09T01:11:24.504964Z,3491.0,C7366LWU,234,31,Male,Black,United States,United States,United States,English,Yes,Full-Time
669e8d43bbd185be18aa2173,5d50feca50bdcf0001e8d38a,RETURNED,Not Applicable,2024-07-22T16:48:07.692000Z,,,,,,3935,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66eb744eb6acd9e5a6a3cf71,66d1c31af69e6526d2e16b8a,REJECTED,Not Applicable,2024-09-19T00:46:13.030000Z,2024-09-19T00:50:12.367000Z,2024-10-03T01:55:26.999000Z,2024-09-19T00:50:13.219000Z,240.0,NOCODE,292,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67012e2a268eddd9dbe9bf7b,66c0f86657bd4b8a294856a0,RETURNED,Not Applicable,2024-10-05T12:17:11.588000Z,,,,,,762,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
670c6f54f51097817e5f30c6,5d27e4e24ea8d100170b3c61,REJECTED,Not Applicable,2024-10-14T01:09:51.567000Z,2024-10-14T01:59:02.973000Z,2024-10-30T23:53:26.322000Z,2024-10-14T01:59:04.923000Z,2952.0,NOCODE,1154,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67153d9c9d9f398ace51f582,66f0bbf2ad2ccf85f492cbcb,RETURNED,Not Applicable,2024-10-20T17:38:00.031000Z,,,,,,539,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
671c3f042c200a509db22985,66bb5ad727c62d0960db333c,TIMED-OUT,Not Applicable,2024-10-26T00:59:53.563000Z,,,,8273340.0,,431,28,Female,White,United States,United States,United States,English,Yes,Full-Time
672cfef80a76365d6fdce0b9,671865ac3a94e9d478286704,RETURNED,Not Applicable,2024-11-07T17:55:27.877000Z,,,,,,249,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
