participant,condition_recode,salience_mean,choice,stress_mean,stress_mean,rej-acc,ifnegvalue,choicertmean,timebetween,age,sex,order,overallaffect,prop_socialchoice,social_left,social_decisionprice_mean,nonsocial_decisionprice_mean
66dc48cea9a85fe230c06b5f,2,3.5,1.44,6.5,6.5,-4.0,,2.26,,,,,4.5,0.4489795918367347,,0.027727272727272732,0.032962962962962965
66ed6bba745fee41cbe32310,1,2.0,1.48,4.0,4.0,-0.5,,2.48,,,,,4.25,0.52,,0.02923076923076923,0.03333333333333333
66ed6bba745fee41cbe32310,2,2.5,1.46,4.5,4.5,-0.5,,2.1,,,,,4.25,0.5588235294117647,,0.03157894736842106,0.028
66f0a1d13629250f84bc2598,1,2.0,1.52,7.0,7.0,-2.0,,2.16,,,,,8.0,0.44,,0.029545454545454552,0.027142857142857146
66f0a1d13629250f84bc2598,2,5.0,1.4081632653061225,9.0,9.0,-2.0,,1.2653061224489797,,,,,8.0,0.5306122448979592,,0.03307692307692308,0.02782608695652175
66f0bbf2ad2ccf85f492cbcb,1,2.5,1.375,5.0,5.0,-2.5,,2.8541666666666665,,,,,6.25,0.6041666666666666,,0.025172413793103456,0.02947368421052632
66f0bbf2ad2ccf85f492cbcb,2,4.0,1.4166666666666667,7.5,7.5,-2.5,,1.7916666666666667,,,,,6.25,0.62,,0.029333333333333343,0.02888888888888889
66f16ff603404dbb816cc517,1,2.0,1.5,6.0,6.0,0.5,,0.98,,,,,5.75,0.5,,0.023200000000000002,0.0212
66f16ff603404dbb816cc517,2,3.5,1.54,5.5,5.5,0.5,,1.26,,,,,5.75,0.38,,0.02526315789473685,0.020645161290322588
66f2946d0e3eeda7aa13eaa7,1,2.0,1.488888888888889,6.5,6.5,3.0,,0.7777777777777778,,,,,5.0,0.4666666666666667,,0.03523809523809525,0.041666666666666664
66f2946d0e3eeda7aa13eaa7,2,3.5,1.44,3.5,3.5,3.0,,0.54,,,,,5.0,0.46808510638297873,,0.037272727272727284,0.0396
66f42a85953065aa4cc9d751,1,1.0,1.52,6.5,6.5,-0.5,,1.34,,,,,6.75,0.86,,0.02674418604651163,0.02285714285714286
66f42a85953065aa4cc9d751,2,2.0,1.4081632653061225,7.0,7.0,-0.5,,2.2653061224489797,,,,,6.75,0.6530612244897959,,0.029375,0.027058823529411764
66f899c9525316803c5d75c0,1,2.0,1.489795918367347,5.5,5.5,0.5,,1.9795918367346939,,,,,5.25,0.46938775510204084,,0.022173913043478263,0.02230769230769231
66f899c9525316803c5d75c0,2,2.0,1.5,5.0,5.0,0.5,,1.8,,,,,5.25,0.44,,0.033181818181818194,0.02571428571428572
6700d6aca79c6b2534f6292c,1,4.0,1.5185185185185186,6.0,6.0,-2.0,,1.8518518518518519,,,,,7.0,0.6296296296296297,,0.02588235294117647,0.022000000000000002
6700d6aca79c6b2534f6292c,2,4.0,1.4583333333333333,8.0,8.0,-2.0,,2.625,,,,,7.0,0.5217391304347826,,0.03363636363636364,0.03272727272727272
6704251bcdca04fef23d385d,1,1.0,1.52,2.0,2.0,-2.5,,1.34,,,,,3.25,0.38,,0.01842105263157895,0.027741935483870973
6704251bcdca04fef23d385d,2,1.5,1.52,4.5,4.5,-2.5,,2.04,,,,,3.25,0.56,,0.023928571428571434,0.021363636363636366
67094d6215b6d0fe3e8c3e39,1,2.0,1.46,9.0,9.0,2.5,,1.08,,,,,7.75,0.64,,0.03875000000000001,0.036666666666666674
67094d6215b6d0fe3e8c3e39,2,4.5,1.52,6.5,6.5,2.5,,1.42,,,,,7.75,0.6,,0.03733333333333334,0.03800000000000001
670d326c55fa3d6f10ebe253,1,2.0,1.42,6.0,6.0,-1.0,,1.7,,,,,6.5,0.56,,0.03035714285714286,0.02500000000000001
670d326c55fa3d6f10ebe253,2,4.5,1.46,7.0,7.0,-1.0,,2.14,,,,,6.5,0.52,,0.02692307692307693,0.02625
6711f493bfc7c4e11953872d,1,2.0,1.42,7.0,7.0,3.0,,2.0,,,,,5.5,0.56,,0.026785714285714295,0.025909090909090913
6711f493bfc7c4e11953872d,2,3.5,1.3673469387755102,4.0,4.0,3.0,,1.0204081632653061,,,,,5.5,0.5306122448979592,,0.03076923076923077,0.024347826086956525
671469967e2a4f2e612e3846,1,2.0,1.52,5.0,5.0,-2.5,,1.24,,,,,6.25,0.38,,0.02263157894736842,0.021935483870967748
671469967e2a4f2e612e3846,2,4.0,1.5510204081632653,7.5,7.5,-2.5,,1.3265306122448979,,,,,6.25,0.54,,0.021481481481481487,0.023636363636363643
6722ca2b1f3ebd2d544608c3,1,1.5,1.48,4.0,4.0,-2.5,,1.04,,,,,5.25,0.5,,0.023200000000000002,0.0228
6722ca2b1f3ebd2d544608c3,2,3.5,1.48,6.5,6.5,-2.5,,0.74,,,,,5.25,0.5,,0.025200000000000004,0.0188
